"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"OPFA","2_TOW","-2.4","-3.405","-1.422","0.28","0.1968","0.3880","0.00069","0.0076","0.00048","0.0017","3.3e-07","1.3e-05"
"OPPU","1_nSPC","-1.6","-1.872","-1.241","0.23","0.1821","0.2924","0.140","0.14","0.00485","0.0049","6.8e-04","0.00068"
"OPPU","2_TOW","-1.6","-1.872","-1.241","0.23","0.1821","0.2924","0.043","0.18","0.00086","0.0037","3.7e-05","0.00065"
"PACY","1_nSPC","-6.5","-7.592","-5.520","0.16","0.07775","0.26993","0.27741","0.28","0.0038","0.0038","1.0e-03","0.00104"
"PACY","2_TOW","-6.5","-7.592","-5.520","0.16","0.07775","0.26993","0.00044","0.22","0.0004","0.0025","1.7e-07","0.00057"
"PAPO","1_nSPC","-3.3","-4.389","-2.213","0.3","0.1260","0.5865","0.03729","0.0373","0.0029","0.0029","1.1e-04","1.1e-04"
"PAPO","2_TOW","-3.3","-4.389","-2.213","0.3","0.1260","0.5865","0.00036","0.0098","0.0010","0.0035","3.7e-07","3.4e-05"
"PSDE","1_nSPC","0.26","-1.181"," 1.675","1.6","0.1120","6.2879","0.0030","0.0030","0.0093","0.0093","2.8e-05","2.8e-05"
"PSDE","2_TOW","0.26","-1.181"," 1.675","1.6","0.1120","6.2879","0.0048","0.0037","0.0050","0.0032","2.4e-05","1.2e-05"
"SCRU","1_nSPC","-2.3","-2.722","-1.781","0.2","0.1395","0.2757","0.116","0.12","0.0079","0.0079","9.2e-04","0.00092"
"SCRU","2_TOW","-2.3","-2.722","-1.781","0.2","0.1395","0.2757","0.012","0.11","0.0005","0.0025","6.3e-06","0.00027"
"SCSP","1_nSPC","-2.1","-2.834","-1.300","0.086","0.01818","0.27435","0.082","0.082","0.02916","0.0292","2.4e-03","0.00240"
"SCSP","2_TOW","-2.1","-2.834","-1.300","0.086","0.01818","0.27435","0.005","0.039","0.00071","0.0082","3.6e-06","0.00032"
"SEDU","1_nSPC","-0.85","-1.4217","-0.2853","0.33","0.2595","0.4187","0.022","0.022","0.0023","0.0023","5.1e-05","5.1e-05"
"SEDU","2_TOW","-0.85","-1.4217","-0.2853","0.33","0.2595","0.4187","0.013","0.031","0.0013","0.0038","1.7e-05","1.2e-04"
"SPBA","1_nSPC","-2.6","-3.957","-1.267","0.85","0.7379","0.9740","0.0111","0.011","0.0016","0.0016","1.8e-05","1.8e-05"
"SPBA","2_TOW","-2.6","-3.957","-1.267","0.85","0.7379","0.9740","0.0023","0.031","0.0011","0.0013","2.5e-06","4.0e-05"
"TROB","1_nSPC","-2.1","-2.406","-1.812","0.23","0.2051","0.2661","0.112","0.11","0.00274","0.0027","3.1e-04","0.00031"
"TROB","2_TOW","-2.1","-2.406","-1.812","0.23","0.2051","0.2661","0.038","0.25","0.00058","0.0025","2.2e-05","0.00061"
"WRAS","1_nSPC","-1.3","-2.3449","-0.2849","0.14","0.03057","0.40142","0.0308","0.031","7e-03","0.0070","2.2e-04","2.2e-04"
"WRAS","2_TOW","-1.3","-2.3449","-0.2849","0.14","0.03057","0.40142","0.0043","0.016","6e-04","0.0044","2.6e-06","7.1e-05"
